Tracking Number,Order Number,Recipient Postal Code,Service Description,Ship Date,Delivery Date,Original Weight (Pounds),Shipment Rated Weight (Pounds),Dimmed Height (in),Dimmed Width (in),Dimmed Length (in),Shipment DIM Flag,Net Charge Amount USD
TRK20250000001064,2222039,41303,FedEx Home Delivery,10/12/2025,10/15/2025,155.45,174.87,48.8,16.7,66.8,Y,226.64
TRK20250000001064,2222039,41303,FedEx Home Delivery,10/12/2025,10/17/2025,34.95,40.86,18.9,29.4,53.9,Y,59.0
TRK20250000001065,2222044,77059,FedEx Ground Economy,07/27/2025,08/03/2025,90.68,97.57,30.5,10.2,84.0,Y,114.24
TRK20250000001065,2222044,77059,FedEx Home Delivery,07/31/2025,08/05/2025,199.07,199.75,57.5,22.5,57.2,Y,275.02
TRK20250000001066,2222045,28658,FedEx Home Delivery,07/23/2025,07/25/2025,195.94,205.78,32.3,40.8,51.9,Y,185.95
TRK20250000001066,2222045,28658,FedEx Ground Economy,07/23/2025,07/28/2025,170.37,193.37,3.0,41.6,27.5,Y,239.43
TRK20250000001066,2222045,28658,FedEx Ground Economy,07/21/2025,07/26/2025,198.0,222.9,40.0,46.0,17.1,Y,317.36
TRK20250000001066,2222045,28658,FedEx Home Delivery,07/22/2025,07/24/2025,142.67,144.42,38.1,31.9,16.6,Y,215.62
TRK20250000001066,2222045,28658,FedEx Home Delivery,07/20/2025,07/25/2025,12.78,14.6,2.6,36.4,23.0,Y,12.43
TRK20250000001066,2222045,28658,FedEx Home Delivery,07/22/2025,07/26/2025,148.24,157.56,51.5,18.2,89.6,Y,122.29
TRK20250000001066,2222045,28658,FedEx Home Delivery,07/21/2025,07/25/2025,59.77,62.9,31.8,14.1,26.1,Y,47.28
TRK20250000001067,2222046,17852,FedEx Home Delivery,08/28/2025,09/02/2025,97.54,107.73,22.2,28.4,70.2,Y,155.64
TRK20250000001067,2222046,17852,FedEx Home Delivery,08/29/2025,08/30/2025,70.87,74.1,9.7,14.0,25.2,Y,97.11
TRK20250000001067,2222046,17852,FedEx Ground Economy,08/30/2025,09/06/2025,61.57,64.75,28.1,13.0,85.3,Y,87.01
TRK20250000001067,2222046,17852,FedEx Home Delivery,08/28/2025,08/31/2025,24.16,25.27,21.3,14.4,5.5,Y,24.75
TRK20250000001067,2222046,17852,FedEx Ground Economy,08/29/2025,09/06/2025,149.16,149.7,54.0,10.8,89.4,Y,220.34
TRK20250000001068,2222049,81994,FedEx Home Delivery,05/27/2025,05/31/2025,166.16,177.52,11.2,27.0,60.2,Y,276.5
TRK20250000001068,2222049,81994,FedEx Home Delivery,05/27/2025,05/30/2025,11.22,11.57,50.9,48.8,22.1,Y,17.31
TRK20250000001068,2222049,81994,FedEx Home Delivery,05/30/2025,05/31/2025,168.37,176.3,8.2,43.5,69.1,Y,167.04
TRK20250000001068,2222049,81994,FedEx Ground Economy,05/30/2025,06/01/2025,47.69,55.31,22.7,37.9,61.3,Y,61.58
TRK20250000001068,2222049,81994,FedEx Home Delivery,05/29/2025,06/01/2025,156.44,168.11,2.8,47.3,22.2,Y,144.94
TRK20250000001069,2222050,31420,FedEx Ground Economy,05/13/2025,05/18/2025,115.77,126.89,56.8,39.1,37.1,Y,150.7
TRK20250000001069,2222050,31420,FedEx Ground Economy,05/13/2025,05/16/2025,71.37,80.78,25.6,37.4,19.0,Y,49.79
TRK20250000001069,2222050,31420,FedEx Home Delivery,05/14/2025,05/17/2025,50.1,50.21,42.7,48.6,67.2,Y,69.33
TRK20250000001069,2222050,31420,FedEx Home Delivery,05/12/2025,05/15/2025,176.73,177.01,7.0,20.2,51.5,Y,126.65
TRK20250000001070,2222051,38698,FedEx Ground Economy,03/29/2025,04/02/2025,164.19,187.83,27.2,52.6,59.6,Y,245.05
TRK20250000001070,2222051,38698,FedEx Ground Economy,03/31/2025,04/05/2025,131.54,137.75,56.6,18.5,7.7,Y,184.91
TRK20250000001070,2222051,38698,FedEx Home Delivery,03/29/2025,04/03/2025,139.61,166.99,12.4,57.4,7.7,Y,276.11
TRK20250000001070,2222051,38698,FedEx Ground Economy,03/31/2025,04/02/2025,170.06,184.72,6.1,22.7,74.8,Y,219.93
TRK20250000001070,2222051,38698,FedEx Ground Economy,03/31/2025,04/08/2025,95.44,105.37,46.3,5.4,77.2,Y,90.95
TRK20250000001070,2222051,38698,FedEx Ground Economy,04/01/2025,04/06/2025,196.25,201.29,32.9,32.9,69.5,Y,274.74
TRK20250000001071,2222052,18856,FedEx Ground Economy,01/30/2025,02/01/2025,21.0,23.33,58.9,43.8,9.7,Y,28.14
TRK20250000001071,2222052,18856,FedEx Ground Economy,02/01/2025,02/07/2025,87.05,98.41,42.4,10.5,21.0,Y,89.56
TRK20250000001071,2222052,18856,FedEx Ground Economy,01/28/2025,02/06/2025,127.03,142.55,46.7,21.2,85.8,Y,160.23
TRK20250000001071,2222052,18856,FedEx Home Delivery,01/28/2025,01/31/2025,98.72,117.6,34.9,42.5,35.5,Y,160.9
TRK20250000001071,2222052,18856,FedEx Home Delivery,01/31/2025,02/01/2025,126.43,144.52,34.3,39.0,27.6,Y,174.78
TRK20250000001071,2222052,18856,FedEx Home Delivery,01/31/2025,02/04/2025,9.42,9.68,24.0,52.4,26.2,Y,15.92
TRK20250000001072,2222053,84385,FedEx Home Delivery,08/14/2025,08/15/2025,187.19,219.85,32.6,6.4,20.9,Y,298.74
TRK20250000001072,2222053,84385,FedEx Ground Economy,08/10/2025,08/15/2025,57.09,57.6,47.0,55.3,78.3,Y,74.91
TRK20250000001072,2222053,84385,FedEx Home Delivery,08/10/2025,08/12/2025,67.32,79.26,13.0,40.0,12.6,Y,65.43
TRK20250000001072,2222053,84385,FedEx Ground Economy,08/12/2025,08/21/2025,29.77,31.96,42.8,37.2,27.4,Y,42.08
TRK20250000001072,2222053,84385,FedEx Home Delivery,08/14/2025,08/18/2025,136.56,152.78,32.0,48.5,61.3,Y,238.3
TRK20250000001073,2222054,62808,FedEx Home Delivery,01/30/2025,01/31/2025,92.72,102.22,48.8,34.2,86.2,Y,93.08
TRK20250000001073,2222054,62808,FedEx Home Delivery,01/30/2025,02/03/2025,110.49,129.97,33.5,19.1,78.4,Y,155.48
TRK20250000001073,2222054,62808,FedEx Home Delivery,01/27/2025,01/31/2025,155.7,164.38,23.6,17.9,58.6,Y,239.09
TRK20250000001073,2222054,62808,FedEx Home Delivery,01/29/2025,01/30/2025,43.04,47.32,24.2,54.6,56.4,Y,48.53
TRK20250000001073,2222054,62808,FedEx Home Delivery,01/30/2025,02/03/2025,198.14,200.86,37.6,5.2,85.1,Y,308.39
TRK20250000001074,2222055,36568,FedEx Home Delivery,04/11/2025,04/12/2025,95.37,111.51,13.6,41.2,46.2,Y,152.69
TRK20250000001075,2222058,70570,FedEx Home Delivery,12/05/2025,12/09/2025,116.66,131.42,50.9,56.2,58.7,Y,192.17
TRK20250000001075,2222058,70570,FedEx Ground Economy,12/03/2025,12/12/2025,173.66,202.58,59.2,30.0,64.6,Y,288.82
TRK20250000001075,2222058,70570,FedEx Ground Economy,12/02/2025,12/08/2025,193.1,206.24,49.9,53.4,25.8,Y,264.64
TRK20250000001075,2222058,70570,FedEx Ground Economy,12/04/2025,12/11/2025,178.29,185.79,56.1,19.7,15.8,Y,151.82
TRK20250000001075,2222058,70570,FedEx Ground Economy,12/02/2025,12/06/2025,1.62,1.83,43.6,51.1,79.0,Y,1.14
TRK20250000001075,2222058,70570,FedEx Home Delivery,12/02/2025,12/04/2025,124.17,142.87,15.5,49.8,54.1,Y,145.73
TRK20250000001076,2222060,44536,FedEx Ground Economy,05/30/2025,06/05/2025,171.24,182.48,15.3,47.1,49.8,Y,249.6
TRK20250000001076,2222060,44536,FedEx Home Delivery,05/30/2025,06/04/2025,98.3,115.56,20.7,44.3,22.0,Y,162.88
TRK20250000001076,2222060,44536,FedEx Home Delivery,05/30/2025,05/31/2025,69.46,82.75,35.3,15.1,44.6,Y,100.97
TRK20250000001076,2222060,44536,FedEx Home Delivery,05/31/2025,06/04/2025,104.14,111.15,44.4,7.0,67.5,Y,127.93
TRK20250000001076,2222060,44536,FedEx Home Delivery,06/02/2025,06/07/2025,189.91,192.06,43.6,59.2,46.3,Y,271.41
TRK20250000001076,2222060,44536,FedEx Ground Economy,05/30/2025,06/08/2025,76.91,81.62,38.0,45.6,7.8,Y,69.29
TRK20250000001077,2222062,6880,FedEx Ground Economy,05/17/2025,05/25/2025,40.66,41.54,52.8,41.8,48.0,Y,48.43
TRK20250000001078,2222063,48785,FedEx Ground Economy,10/27/2025,10/29/2025,4.13,4.75,22.7,9.7,34.9,Y,5.25
TRK20250000001078,2222063,48785,FedEx Home Delivery,10/26/2025,10/31/2025,186.44,202.92,19.5,55.9,40.6,Y,261.97
TRK20250000001078,2222063,48785,FedEx Ground Economy,10/29/2025,11/04/2025,188.04,221.31,53.5,52.3,38.4,Y,298.02
TRK20250000001078,2222063,48785,FedEx Home Delivery,10/26/2025,10/31/2025,99.22,100.66,37.3,50.1,63.7,Y,84.04
TRK20250000001078,2222063,48785,FedEx Ground Economy,10/26/2025,10/31/2025,163.39,167.32,44.2,37.2,41.4,Y,211.24
TRK20250000001079,2222065,13974,FedEx Ground Economy,04/09/2025,04/14/2025,186.79,197.94,20.2,50.6,59.6,Y,211.62
TRK20250000001079,2222065,13974,FedEx Home Delivery,04/07/2025,04/11/2025,143.46,157.41,40.1,51.2,72.0,Y,137.81
TRK20250000001079,2222065,13974,FedEx Ground Economy,04/06/2025,04/11/2025,164.88,184.84,39.0,17.7,88.1,Y,144.74
TRK20250000001079,2222065,13974,FedEx Home Delivery,04/09/2025,04/10/2025,101.62,115.38,50.2,54.6,63.7,Y,98.5
TRK20250000001079,2222065,13974,FedEx Home Delivery,04/06/2025,04/08/2025,175.57,180.46,32.6,36.7,76.8,Y,180.73
TRK20250000001079,2222065,13974,FedEx Home Delivery,04/10/2025,04/14/2025,99.9,101.29,58.4,59.6,15.3,Y,121.45
TRK20250000001080,2222067,84631,FedEx Home Delivery,10/12/2025,10/14/2025,190.41,222.18,14.3,50.4,66.8,Y,166.42
TRK20250000001080,2222067,84631,FedEx Home Delivery,10/11/2025,10/14/2025,53.09,55.8,43.4,36.1,60.4,Y,82.51
TRK20250000001080,2222067,84631,FedEx Ground Economy,10/12/2025,10/15/2025,120.39,143.71,40.4,19.7,78.2,Y,108.08
TRK20250000001080,2222067,84631,FedEx Ground Economy,10/11/2025,10/13/2025,186.17,191.55,49.4,16.7,63.0,Y,263.94
TRK20250000001080,2222067,84631,FedEx Ground Economy,10/12/2025,10/17/2025,70.19,75.97,12.6,33.3,43.0,Y,100.77
TRK20250000001080,2222067,84631,FedEx Home Delivery,10/10/2025,10/14/2025,64.79,64.83,27.2,44.9,58.1,Y,89.75
TRK20250000001080,2222067,84631,FedEx Ground Economy,10/09/2025,10/15/2025,167.64,186.6,50.2,25.9,27.9,Y,128.5
TRK20250000001081,2222072,77982,FedEx Home Delivery,02/20/2025,02/23/2025,90.96,92.67,6.2,32.3,56.3,Y,143.75
TRK20250000001081,2222072,77982,FedEx Home Delivery,02/22/2025,02/27/2025,169.66,170.64,17.3,14.4,28.1,Y,244.35
TRK20250000001081,2222072,77982,FedEx Ground Economy,02/21/2025,02/27/2025,144.28,162.19,7.0,39.2,20.4,Y,171.47
TRK20250000001081,2222072,77982,FedEx Ground Economy,02/21/2025,03/02/2025,88.49,94.25,18.7,56.7,45.2,Y,92.33
TRK20250000001081,2222072,77982,FedEx Home Delivery,02/22/2025,02/24/2025,53.2,61.91,13.4,6.5,63.4,Y,45.22
TRK20250000001081,2222072,77982,FedEx Home Delivery,02/21/2025,02/23/2025,13.76,14.46,49.4,49.3,75.1,Y,19.81
TRK20250000001081,2222072,77982,FedEx Ground Economy,02/20/2025,02/23/2025,182.66,191.83,19.8,59.6,85.6,Y,218.22
TRK20250000001082,2222075,80726,FedEx Home Delivery,07/05/2025,07/09/2025,164.73,194.01,35.5,8.1,28.2,Y,276.64
TRK20250000001082,2222075,80726,FedEx Home Delivery,07/03/2025,07/07/2025,25.56,28.48,26.7,25.1,74.5,Y,35.01
TRK20250000001082,2222075,80726,FedEx Home Delivery,07/04/2025,07/06/2025,45.22,51.98,39.1,24.9,28.5,Y,57.59
TRK20250000001082,2222075,80726,FedEx Ground Economy,07/05/2025,07/08/2025,173.15,175.98,57.8,46.3,72.4,Y,124.39
TRK20250000001082,2222075,80726,FedEx Home Delivery,07/05/2025,07/09/2025,148.93,168.95,29.5,50.8,19.0,Y,283.92
TRK20250000001082,2222075,80726,FedEx Ground Economy,07/07/2025,07/09/2025,135.13,156.9,50.4,29.0,26.6,Y,221.29
TRK20250000001083,2222078,9026,FedEx Home Delivery,02/08/2025,02/11/2025,148.1,154.14,39.9,48.5,9.6,Y,170.11
TRK20250000001083,2222078,9026,FedEx Home Delivery,02/06/2025,02/09/2025,115.66,131.39,58.8,55.0,7.8,Y,125.62
TRK20250000001083,2222078,9026,FedEx Home Delivery,02/06/2025,02/08/2025,54.4,55.37,53.5,57.3,46.8,Y,52.68
TRK20250000001083,2222078,9026,FedEx Home Delivery,02/04/2025,02/08/2025,170.54,189.66,6.5,34.8,5.2,Y,228.5
TRK20250000001083,2222078,9026,FedEx Home Delivery,02/07/2025,02/10/2025,131.3,132.46,32.4,29.8,58.8,Y,100.87
TRK20250000001084,2222079,68406,FedEx Home Delivery,10/02/2025,10/06/2025,160.1,188.27,11.6,6.4,10.1,Y,213.09
TRK20250000001084,2222079,68406,FedEx Ground Economy,09/30/2025,10/06/2025,192.8,202.13,52.8,38.6,84.8,Y,176.79
TRK20250000001084,2222079,68406,FedEx Home Delivery,09/30/2025,10/04/2025,148.28,168.55,47.8,44.9,40.1,Y,116.46
TRK20250000001084,2222079,68406,FedEx Home Delivery,10/02/2025,10/05/2025,62.71,72.64,31.3,15.8,46.6,Y,113.35
TRK20250000001084,2222079,68406,FedEx Ground Economy,10/01/2025,10/08/2025,131.65,135.35,22.8,44.4,34.1,Y,123.79
TRK20250000001085,2222085,14280,FedEx Home Delivery,11/11/2025,11/14/2025,118.2,119.42,37.3,41.9,82.9,Y,194.93
TRK20250000001085,2222085,14280,FedEx Ground Economy,11/12/2025,11/17/2025,1.69,1.85,45.2,22.1,65.7,Y,1.62
TRK20250000001085,2222085,14280,FedEx Ground Economy,11/11/2025,11/15/2025,108.59,125.55,46.5,12.0,32.5,Y,158.6
TRK20250000001085,2222085,14280,FedEx Ground Economy,11/09/2025,11/13/2025,22.46,23.98,16.3,30.8,66.5,Y,32.72
TRK20250000001086,2222086,76357,FedEx Ground Economy,10/02/2025,10/09/2025,120.06,134.23,11.1,48.8,49.7,Y,109.42
TRK20250000001087,2222087,68138,FedEx Home Delivery,04/21/2025,04/26/2025,196.05,209.34,7.3,35.5,43.3,Y,230.91
TRK20250000001087,2222087,68138,FedEx Home Delivery,04/22/2025,04/26/2025,186.14,215.48,37.8,17.8,12.3,Y,190.39
TRK20250000001088,2222088,36110,FedEx Ground Economy,11/05/2025,11/08/2025,140.5,152.18,11.7,58.6,28.7,Y,170.18
TRK20250000001088,2222088,36110,FedEx Home Delivery,11/03/2025,11/08/2025,145.18,160.47,37.9,8.5,84.7,Y,234.89
TRK20250000001089,2222090,39013,FedEx Ground Economy,03/03/2025,03/12/2025,48.4,51.99,19.2,30.8,53.6,Y,38.18
TRK20250000001089,2222090,39013,FedEx Home Delivery,03/02/2025,03/06/2025,145.16,146.4,27.9,30.6,42.8,Y,113.76
TRK20250000001089,2222090,39013,FedEx Home Delivery,03/03/2025,03/08/2025,109.55,111.79,47.4,20.4,29.9,Y,160.49
TRK20250000001089,2222090,39013,FedEx Ground Economy,03/03/2025,03/11/2025,13.48,14.6,57.6,34.2,89.0,Y,11.06
TRK20250000001089,2222090,39013,FedEx Ground Economy,02/27/2025,03/07/2025,91.39,98.2,25.6,24.7,12.2,Y,65.57
TRK20250000001090,2222091,3315,FedEx Ground Economy,02/22/2025,03/03/2025,2.22,2.24,51.3,27.4,6.4,Y,2.86
TRK20250000001090,2222091,3315,FedEx Ground Economy,02/23/2025,03/03/2025,159.57,167.46,34.0,33.6,60.3,Y,100.64
TRK20250000001090,2222091,3315,FedEx Ground Economy,02/24/2025,03/02/2025,171.95,197.78,46.5,52.5,34.2,Y,256.09
TRK20250000001091,2222092,99177,FedEx Home Delivery,07/29/2025,08/01/2025,181.69,193.51,45.2,57.8,18.6,Y,306.0
TRK20250000001091,2222092,99177,FedEx Home Delivery,08/01/2025,08/03/2025,1.97,2.21,8.7,5.4,76.9,Y,1.77
TRK20250000001091,2222092,99177,FedEx Home Delivery,07/30/2025,07/31/2025,51.59,51.77,32.8,8.9,25.5,Y,86.66
TRK20250000001091,2222092,99177,FedEx Home Delivery,08/01/2025,08/05/2025,66.72,78.84,36.5,48.3,73.1,Y,126.27
TRK20250000001091,2222092,99177,FedEx Home Delivery,07/31/2025,08/04/2025,150.09,167.66,12.0,47.8,13.3,Y,188.79
TRK20250000001092,2222095,71414,FedEx Ground Economy,01/03/2026,01/09/2026,153.93,177.14,12.5,43.0,18.0,Y,156.66
TRK20250000001093,2222096,80030,FedEx Home Delivery,10/27/2025,10/30/2025,110.58,127.79,12.4,45.3,7.4,Y,119.99
TRK20250000001093,2222096,80030,FedEx Home Delivery,10/26/2025,10/28/2025,89.1,92.69,2.6,35.3,76.1,Y,142.01
TRK20250000001093,2222096,80030,FedEx Home Delivery,10/25/2025,10/27/2025,71.59,84.95,32.3,41.2,59.2,Y,144.39
TRK20250000001093,2222096,80030,FedEx Home Delivery,10/26/2025,10/30/2025,18.64,21.53,30.0,50.9,34.0,Y,15.81
TRK20250000001094,2222099,13750,FedEx Home Delivery,07/09/2025,07/14/2025,148.58,175.61,53.6,54.5,30.4,Y,255.91
TRK20250000001094,2222099,13750,FedEx Home Delivery,07/10/2025,07/13/2025,199.74,204.13,27.6,29.4,89.6,Y,332.3
TRK20250000001094,2222099,13750,FedEx Home Delivery,07/10/2025,07/13/2025,49.92,50.67,43.7,16.9,75.2,Y,61.11
TRK20250000001094,2222099,13750,FedEx Home Delivery,07/09/2025,07/13/2025,38.92,42.2,10.3,10.9,40.1,Y,38.94
TRK20250000001094,2222099,13750,FedEx Ground Economy,07/08/2025,07/14/2025,21.55,22.01,38.2,32.7,31.6,Y,13.59
TRK20250000001094,2222099,13750,FedEx Home Delivery,07/11/2025,07/13/2025,134.1,134.16,28.6,50.5,50.5,Y,213.25
TRK20250000001095,2222100,76698,FedEx Ground Economy,03/22/2025,03/31/2025,189.15,218.69,56.1,59.7,81.7,Y,182.64
TRK20250000001095,2222100,76698,FedEx Home Delivery,03/20/2025,03/22/2025,171.98,200.09,37.2,38.3,62.5,Y,296.74
TRK20250000001095,2222100,76698,FedEx Ground Economy,03/22/2025,03/25/2025,46.49,48.02,22.3,44.1,14.8,Y,49.24
TRK20250000001096,2222103,47721,FedEx Ground Economy,04/23/2025,04/30/2025,120.08,138.22,31.5,24.6,16.7,Y,100.66
TRK20250000001096,2222103,47721,FedEx Ground Economy,04/20/2025,04/22/2025,58.41,62.03,47.2,17.5,32.0,Y,69.76
TRK20250000001096,2222103,47721,FedEx Ground Economy,04/20/2025,04/23/2025,186.64,219.23,48.9,15.2,11.3,Y,183.11
TRK20250000001096,2222103,47721,FedEx Home Delivery,04/19/2025,04/23/2025,27.89,32.91,21.3,57.7,88.7,Y,33.23
TRK20250000001097,2222104,61178,FedEx Home Delivery,02/02/2025,02/04/2025,97.08,110.24,43.2,57.4,82.7,Y,114.0
TRK20250000001097,2222104,61178,FedEx Ground Economy,02/02/2025,02/11/2025,30.2,32.39,7.8,54.1,22.6,Y,48.46
TRK20250000001098,2222106,27476,FedEx Home Delivery,04/13/2025,04/15/2025,22.28,24.02,59.6,13.2,25.3,Y,31.27
TRK20250000001098,2222106,27476,FedEx Ground Economy,04/12/2025,04/17/2025,39.7,41.24,18.7,18.4,9.4,Y,41.44
TRK20250000001099,2222107,69369,FedEx Ground Economy,01/09/2025,01/16/2025,32.09,37.89,30.4,56.5,23.2,Y,51.47
TRK20250000001099,2222107,69369,FedEx Home Delivery,01/07/2025,01/08/2025,14.4,16.89,10.4,42.4,34.6,Y,20.8
TRK20250000001099,2222107,69369,FedEx Home Delivery,01/10/2025,01/14/2025,167.84,178.1,52.7,35.0,69.7,Y,168.08
TRK20250000001099,2222107,69369,FedEx Ground Economy,01/11/2025,01/13/2025,84.72,92.21,36.7,24.5,51.2,Y,96.56
TRK20250000001099,2222107,69369,FedEx Home Delivery,01/11/2025,01/16/2025,197.49,224.27,39.5,25.0,59.8,Y,312.41
TRK20250000001099,2222107,69369,FedEx Ground Economy,01/09/2025,01/11/2025,50.36,51.11,23.4,14.9,7.3,Y,52.54
TRK20250000001100,2222109,20900,FedEx Home Delivery,10/18/2025,10/21/2025,58.77,68.22,22.8,46.2,5.9,Y,47.83
TRK20250000001100,2222109,20900,FedEx Ground Economy,10/17/2025,10/19/2025,61.11,67.23,47.1,26.7,28.7,Y,58.13
TRK20250000001100,2222109,20900,FedEx Ground Economy,10/17/2025,10/25/2025,113.7,128.98,20.0,50.3,68.0,Y,161.73
TRK20250000001101,2222110,54504,FedEx Home Delivery,01/30/2025,02/02/2025,121.43,123.95,35.8,32.9,59.4,Y,126.39
TRK20250000001102,2222116,3895,FedEx Home Delivery,02/06/2025,02/11/2025,194.19,205.85,35.5,48.0,62.0,Y,289.23
TRK20250000001102,2222116,3895,FedEx Ground Economy,02/07/2025,02/13/2025,183.11,203.48,20.3,33.0,6.7,Y,137.41
TRK20250000001102,2222116,3895,FedEx Home Delivery,02/06/2025,02/11/2025,153.55,157.15,3.6,58.4,44.7,Y,145.27
TRK20250000001102,2222116,3895,FedEx Ground Economy,02/08/2025,02/15/2025,30.51,33.98,16.2,25.6,19.6,Y,26.04
TRK20250000001103,2222118,50392,FedEx Home Delivery,12/01/2025,12/06/2025,106.61,110.58,2.5,27.5,13.8,Y,183.19
TRK20250000001103,2222118,50392,FedEx Home Delivery,12/05/2025,12/06/2025,136.23,139.28,20.6,58.5,61.7,Y,211.35
TRK20250000001103,2222118,50392,FedEx Home Delivery,12/04/2025,12/05/2025,86.75,103.33,54.0,13.3,63.9,Y,140.64
TRK20250000001103,2222118,50392,FedEx Home Delivery,12/01/2025,12/02/2025,102.9,107.42,38.5,40.9,32.5,Y,149.54
TRK20250000001103,2222118,50392,FedEx Home Delivery,12/02/2025,12/06/2025,191.0,222.94,20.4,14.9,32.0,Y,335.94
TRK20250000001104,2222120,97267,FedEx Ground Economy,07/28/2025,08/06/2025,69.19,78.71,55.9,43.1,16.5,Y,65.51
TRK20250000001105,2222122,98247,FedEx Home Delivery,06/27/2025,06/28/2025,82.05,87.6,5.9,18.9,56.4,Y,83.95
TRK20250000001106,2222123,63713,FedEx Home Delivery,04/29/2025,05/02/2025,109.01,121.53,10.6,13.7,75.9,Y,180.34
TRK20250000001107,2222125,97337,FedEx Home Delivery,11/26/2025,11/30/2025,172.94,180.18,30.9,19.5,9.4,Y,226.59
TRK20250000001107,2222125,97337,FedEx Ground Economy,11/24/2025,12/03/2025,98.67,107.74,56.9,6.5,30.1,Y,106.63
TRK20250000001107,2222125,97337,FedEx Home Delivery,11/26/2025,11/28/2025,9.03,10.49,8.2,52.6,47.4,Y,8.85
TRK20250000001107,2222125,97337,FedEx Home Delivery,11/24/2025,11/28/2025,32.42,38.78,34.1,35.6,48.1,Y,57.83
TRK20250000001107,2222125,97337,FedEx Home Delivery,11/23/2025,11/25/2025,140.57,167.91,57.5,39.4,51.3,Y,192.11
TRK20250000001107,2222125,97337,FedEx Ground Economy,11/24/2025,11/29/2025,72.84,82.23,52.0,36.7,86.1,Y,62.32
TRK20250000001108,2222127,3507,FedEx Ground Economy,04/01/2025,04/07/2025,7.53,7.61,26.7,16.5,82.0,Y,10.39
TRK20250000001108,2222127,3507,FedEx Ground Economy,04/04/2025,04/08/2025,192.58,193.75,29.7,41.6,76.1,Y,141.5
TRK20250000001108,2222127,3507,FedEx Home Delivery,04/04/2025,04/06/2025,13.8,14.13,18.7,28.1,77.5,Y,14.95
TRK20250000001109,2222128,57592,FedEx Home Delivery,09/14/2025,09/18/2025,130.01,130.05,41.1,53.6,17.4,Y,188.62
TRK20250000001110,2222129,80794,FedEx Home Delivery,11/18/2025,11/23/2025,93.48,94.43,4.7,45.0,7.0,Y,154.93
TRK20250000001110,2222129,80794,FedEx Home Delivery,11/21/2025,11/22/2025,1.82,2.0,16.6,7.5,86.1,Y,1.89
TRK20250000001110,2222129,80794,FedEx Ground Economy,11/19/2025,11/21/2025,164.64,168.78,50.2,28.0,62.2,Y,239.26
TRK20250000001111,2222130,44123,FedEx Ground Economy,02/25/2025,03/06/2025,140.14,145.52,54.9,46.9,40.5,Y,157.48
TRK20250000001111,2222130,44123,FedEx Home Delivery,02/26/2025,02/27/2025,51.58,53.12,38.2,58.5,73.1,Y,78.17
TRK20250000001111,2222130,44123,FedEx Home Delivery,02/26/2025,03/03/2025,99.95,107.78,21.1,58.9,71.4,Y,148.66
TRK20250000001112,2222131,13085,FedEx Home Delivery,07/17/2025,07/21/2025,170.8,172.75,44.0,50.9,83.5,Y,184.8
TRK20250000001112,2222131,13085,FedEx Home Delivery,07/21/2025,07/24/2025,58.02,62.96,44.5,25.5,82.3,Y,95.17
TRK20250000001112,2222131,13085,FedEx Ground Economy,07/17/2025,07/23/2025,89.02,98.4,21.5,47.2,12.3,Y,81.98
TRK20250000001112,2222131,13085,FedEx Home Delivery,07/18/2025,07/22/2025,70.64,80.95,29.1,49.6,76.6,Y,116.7
TRK20250000001113,2222137,21841,FedEx Ground Economy,10/26/2025,11/02/2025,199.64,203.93,55.8,20.1,21.4,Y,279.23
TRK20250000001113,2222137,21841,FedEx Ground Economy,10/26/2025,11/03/2025,170.79,181.01,28.4,47.8,27.0,Y,150.87
TRK20250000001113,2222137,21841,FedEx Ground Economy,10/26/2025,10/31/2025,32.21,34.37,57.3,39.2,18.2,Y,24.54
TRK20250000001113,2222137,21841,FedEx Home Delivery,10/28/2025,10/30/2025,127.04,139.9,3.3,36.2,52.6,Y,110.14
TRK20250000001113,2222137,21841,FedEx Home Delivery,10/26/2025,10/28/2025,73.68,82.1,43.8,24.7,86.1,Y,125.33
TRK20250000001113,2222137,21841,FedEx Home Delivery,10/25/2025,10/27/2025,93.91,101.95,38.9,34.7,22.4,Y,89.55
TRK20250000001113,2222137,21841,FedEx Ground Economy,10/25/2025,10/29/2025,18.15,21.3,32.5,46.4,10.5,Y,27.74
TRK20250000001114,2222139,20103,FedEx Home Delivery,12/21/2025,12/22/2025,91.25,104.1,6.1,18.1,15.0,Y,96.02
TRK20250000001114,2222139,20103,FedEx Ground Economy,12/23/2025,12/31/2025,63.04,73.6,15.4,5.1,34.1,Y,77.41
TRK20250000001114,2222139,20103,FedEx Ground Economy,12/23/2025,12/28/2025,142.22,161.17,26.0,13.7,57.7,Y,200.42
TRK20250000001114,2222139,20103,FedEx Home Delivery,12/22/2025,12/26/2025,33.42,36.96,43.0,44.0,83.3,Y,53.19
TRK20250000001115,2222141,54602,FedEx Home Delivery,08/09/2025,08/11/2025,100.9,120.41,19.0,50.7,55.1,Y,164.0
TRK20250000001116,2222143,34435,FedEx Home Delivery,10/28/2025,11/02/2025,193.28,204.86,43.0,39.3,64.9,Y,249.88
